State,Value
  11  11 1 1,-0.08155779687500009
  11  11 11 ,-0.896064046875
  11  11 111,-0.8166496874999998
  11  111   ,-0.7798950929687498
  11  111  1,-0.08155779687500009
  11  111 1 ,0.0
  11  111 11,-0.8641496874999999
  11  1111  ,-0.1741827968750002
  11  1111 1,-1.7666496874999997
  11  11111 ,-1.7666496874999997
  11  111111,-0.09036875000000011
  11 1      ,-1.498369815193359
  11 1     1,0.7409003383203123
  11 1    1 ,0.0
  11 1    11,-1.72989509296875
  11 1   1  ,-0.95
  11 1   1 1,-0.74120604609375
  11 1   11 ,-0.7370263429687498
  11 1   111,-0.08155779687500009
  11 1  1   ,0.7795893851953122
  11 1  1  1,-0.9048749999999999
  11 1  1 1 ,-0.95
  11 1  1 11,-0.08155779687500007
  11 1  11  ,-1.4721182335937495
  11 1  11 1,-0.08155779687500009
  11 1  111 ,-0.12905779687500007
  11 1  1111,-1.7666496874999997
  11 1 1    ,-0.95
  11 1 1   1,-0.95
  11 1 1  1 ,-0.95
  11 1 1  11,-0.03868904687500003
  11 1 1 1  ,-0.7370263429687498
  11 1 1 1 1,-0.08155779687500009
  11 1 1 11 ,-0.08618904687500015
  11 1 1 111,-1.7237809374999997
  11 1 11   ,-0.8573749999999999
  11 1 11  1,-0.03868904687500008
  11 1 11 1 ,-0.12905779687500019
  11 1 11 11,-0.6786559374999996
  11 1 111  ,-0.08618904687500017
  11 1 111 1,-1.6786559374999996
  11 1 1111 ,-0.6786559374999996
  11 1 11111,-0.09036875000000011
  11 11     ,0.0
  11 11    1,-2.4649869835937497
  11 11   1 ,-0.8273950929687499
  11 11   11,-0.08155779687500007
  11 11  1  ,-1.72989509296875
  11 11  1 1,1.5947231406249995
  11 11  11 ,-0.2577768593750003
  11 11  111,-1.7666496874999997
  11 11 1   ,-1.5624869835937496
  11 11 1  1,1.5947231406249995
  11 11 1 1 ,0.0
  11 11 1 11,-1.7666496874999997
  11 11 11  ,1.5947231406249995
  11 11 11 1,-2.5811559374999997
  11 11 111 ,-1.7666496874999997
  11 11 1111,-0.09036875000000011
  11 111    ,-0.7798950929687498
  11 111   1,0.8209422031249999
  11 111  1 ,0.7758172031249998
  11 111  11,-1.7666496874999997
  11 111 1  ,-0.08155779687500009
  11 111 1 1,-1.7666496874999997
  11 111 11 ,-1.6786559374999996
  11 111 111,-0.09036875000000011
  11 1111   ,0.0
  11 1111  1,-0.8641496874999999
  11 1111 1 ,-1.7237809375
  11 1111 11,-0.99286875
  11 11111  ,-0.8641496874999999
  11 11111 1,0.9096312499999999
  11 111111 ,0.7670062499999997
  11 1111111,0.09512500000000013
  111       ,-0.7737809374999999
  111      1,-0.03491686480468756
  111     1 ,-0.034916864804687565
  111     11,0.03675459453125011
  111    1  ,-0.034916864804687565
  111    1 1,-0.7370263429687498
  111    11 ,-0.0061141554687499326
  111    111,-0.08155779687500009
  111   1   ,-0.034916864804687475
  111   1  1,-0.8206204054687497
  111   1 1 ,-0.7412060460937498
  111   1 11,-0.08155779687500009
  111   11  ,0.03675459453125011
  111   11 1,-0.1290577968750001
  111   111 ,-0.08155779687500009
  111   1111,-0.7286559374999997
  111  1    ,-0.034916864804687586
  111  1   1,-0.7412060460937498
  111  1  1 ,-0.8206204054687497
  111  1  11,-0.08155779687500009
  111  1 1  ,-0.006114155468749931
  111  1 1 1,-0.08155779687500007
  111  1 11 ,-0.12228310937500009
  111  1 111,0.04072531250000011
  111  11   ,-0.7370263429687498
  111  11  1,0.7758172031249998
  111  11 1 ,-0.03868904687500008
  111  11 11,-0.9092746875
  111  111  ,-0.03868904687500011
  111  111 1,-0.8166496874999998
  111  1111 ,0.04072531250000012
  111  11111,-0.9928687500000001
  111 1     ,0.8288940883203123
  111 1    1,-0.95611415546875
  111 1   1 ,-0.8725200929687499
  111 1   11,-0.08155779687500009
  111 1  1  ,-1.6870263429687498
  111 1  1 1,-0.08155779687500009
  111 1  11 ,-0.08155779687500009
  111 1  111,0.0858503125000001
  111 1 1   ,-0.95
  111 1 1  1,-0.03868904687500008
  111 1 1 1 ,0.6875918906249999
  111 1 1 11,-0.8166496874999998
  111 1 11  ,-0.08155779687500009
  111 1 11 1,-1.7666496874999997
  111 1 111 ,-0.95
  111 1 1111,0.007131249999999922
  111 11    ,-1.6912060460937497
  111 11   1,-0.03868904687500008
  111 11  1 ,-0.08618904687500015
  111 11  11,-0.8641496874999999
  111 11 1  ,-0.08155779687500009
  111 11 1 1,-0.95
  111 11 11 ,0.08585031250000008
  111 11 111,-0.9928687500000001
  111 111   ,0.0
  111 111  1,-1.7666496874999997
  111 111 1 ,-1.7666496874999997
  111 111 11,-0.1354937500000001
  111 1111  ,-0.8166496874999998
  111 1111 1,-0.9928687500000001
  111 11111 ,-0.9928687500000001
  111 111111,-0.9048749999999999
  1111      ,-0.95
  1111     1,-0.7845263429687497
  1111    1 ,-1.5944013429687498
  1111    11,0.7758172031249998
  1111   1  ,-0.7370263429687498
  1111   1 1,-0.9886890468749999
  1111   11 ,0.7758172031249998
  1111   111,-1.6311559374999995
  1111  1   ,-0.95
  1111  1  1,-0.08155779687500009
  1111  1 1 ,0.0
  1111  1 11,-2.5811559374999997
  1111  11  ,-0.08155779687500009
  1111  11 1,-1.7666496874999997
  1111  111 ,0.08585031250000008
  1111  1111,-0.9928687500000001
  1111 1    ,-0.7798950929687498
  1111 1   1,-0.1290577968750001
  1111 1  1 ,1.5020981406249996
  1111 1  11,-1.7666496874999997
  1111 1 1  ,0.006435953124999929
  1111 1 1 1,-1.6311559374999995
  1111 1 11 ,-1.7237809375
  1111 1 111,0.8596312499999998
  1111 11   ,0.6447231406249996
  1111 11  1,-1.7666496874999997
  1111 11 1 ,-1.5811559374999997
  1111 11 11,-0.9928687500000001
  1111 111  ,-0.95
  1111 111 1,0.8596312499999998
  1111 1111 ,-0.99286875
  1111 11111,-1.8073749999999997
  11111     ,-0.95
  11111    1,-0.03868904687500006
  11111   1 ,-0.9048749999999999
  11111   11,-1.7666496874999997
  11111  1  ,-0.08155779687500007
  11111  1 1,-2.5811559374999997
  11111  11 ,-0.8641496874999999
  11111  111,-0.9928687500000001
  11111 1  1,-1.7666496874999997
  11111 1 1 ,-1.6786559374999996
  11111 1 11,0.8145062499999998
  11111 11  ,-1.7666496874999997
  11111 11 1,-0.09036875000000011
  11111 111 ,-0.1354937500000002
  11111 1111,0.09512500000000013
  111111    ,-0.08618904687500004
  111111   1,-1.7666496874999997
  111111  1 ,-1.6786559374999996
  111111  11,-0.09036875000000011
  111111 1  ,-0.006774687499999926
  111111 1 1,-0.09036875000000011
  111111 11 ,-0.9928687500000001
  111111 111,-0.9048749999999999
  1111111   ,-0.7286559374999997
  1111111  1,-0.09036875000000011
  1111111 1 ,1.8596312499999998
  1111111 11,-1.8073749999999997
  11111111  ,-0.09036875000000011
  11111111 1,-1.8073749999999997
  111111111 ,-1.8073749999999997
  1111111111,-0.0475000000000001
 1          ,-0.6003125627626902
 1         1,-0.03151247048623046
 1        1 ,-0.03151247048623049
 1        11,-0.6651662745292967
 1       1  ,-0.03151247048623052
 1       1 1,0.03317102156445312
 1       11 ,-0.6302494097246091
 1       111,0.6247313844140621
 1      1   ,-0.03151247048623049
 1      1  1,-0.6651662745292967
 1      1 1 ,-0.6302494097246091
 1      1 11,-0.03491686480468755
 1      11  ,-0.6302494097246091
 1      11 1,-0.95
 1      111 ,-0.07360591167968757
 1      1111,-0.8273950929687499
 1     1    ,-0.03151247048623046
 1     1   1,-0.6651662745292967
 1     1  1 ,-0.6651662745292967
 1     1  11,-0.028480911679687537
 1     1 1  ,-0.6651662745292967
 1     1 1 1,-0.03491686480468759
 1     1 11 ,-0.07360591167968757
 1     1 111,-0.7370263429687498
 1     11   ,0.0
 1     11  1,0.0
 1     11 1 ,-0.04750000000000004
 1     11 11,-0.8725200929687499
 1     111  ,-0.034916864804687565
 1     111 1,-0.8681204054687498
 1     1111 ,-0.6983372960937497
 1     11111,-0.08618904687500015
 1    1     ,0.6319079608028318
 1    1    1,-0.7038553214042966
 1    1   1 ,-0.6651662745292967
 1    1   11,-0.03491686480468748
 1    1  1  ,-0.7737809374999999
 1    1  1 1,-0.95
 1    1  11 ,-0.07360591167968757
 1    1  111,-0.7798950929687498
 1    1 1   ,-0.6689384565996093
 1    1 1  1,-0.95
 1    1 1 1 ,0.0
 1    1 1 11,-1.6419013429687495
 1    1 11  ,-0.04750000000000004
 1    1 11 1,-0.8681204054687499
 1    1 111 ,-1.6870263429687498
 1    1 1111,1.6922231406249997
 1    11    ,-0.7038553214042966
 1    11   1,-0.034916864804687496
 1    11  1 ,-0.034916864804687475
 1    11  11,-0.8573749999999999
 1    11 1  ,-0.034916864804687586
 1    11 1 1,-0.8206204054687498
 1    11 11 ,0.07747990703125007
 1    11 111,-0.9435640468750001
 1    111   ,0.0
 1    111  1,-0.95
 1    111 1 ,-0.8725200929687499
 1    111 11,-0.2577768593750003
 1    1111  ,-0.95
 1    1111 1,-0.943564046875
 1    11111 ,-0.12905779687500007
 1    111111,-0.8212809374999999
 1   1      ,-0.03151247048623046
 1   1     1,-0.6651662745292967
 1   1    1 ,-0.6983372960937497
 1   1    11,-0.028480911679687537
 1   1   1  ,-0.6651662745292966
 1   1   1 1,-0.034916864804687586
 1   1   11 ,-0.11647466167968759
 1   1   111,-0.7370263429687498
 1   1  1   ,-0.7038553214042966
 1   1  1  1,0.0
 1   1  1 1 ,-0.95
 1   1  1 11,-0.8725200929687499
 1   1  11  ,-0.07360591167968757
 1   1  11 1,-1.6912060460937497
 1   1  111 ,0.12260490703125008
 1   1  1111,-0.9886890468749999
 1   1 1    ,-0.7038553214042966
 1   1 1   1,0.0
 1   1 1  1 ,-0.09036875000000011
 1   1 1  11,-0.8725200929687499
 1   1 1 1  ,-0.0349168648046876
 1   1 1 1 1,0.036754594531250025
 1   1 1 11 ,-0.7370263429687498
 1   1 1 111,-0.03868904687500003
 1   1 11   ,-0.95
 1   1 11  1,-0.8725200929687499
 1   1 11 1 ,-2.4649869835937497
 1   1 11 11,0.1426250000000001
 1   1 111  ,-0.8206204054687497
 1   1 111 1,-0.08155779687500009
 1   1 1111 ,0.8709422031249999
 1   1 11111,-0.8641496874999999
 1   11     ,-0.7038553214042966
 1   11    1,0.0
 1   11   1 ,-0.07360591167968755
 1   11   11,-0.8206204054687497
 1   11  1  ,-0.07360591167968755
 1   11  1 1,-0.8573749999999999
 1   11  11 ,-0.006114155468749938
 1   11  111,-1.031557796875
 1   11 1   ,0.7409003383203123
 1   11 1  1,-0.8573749999999999
 1   11 1 1 ,-1.4721182335937495
 1   11 1 11,-0.03868904687500011
 1   11 11  ,-1.5149869835937495
 1   11 11 1,-0.031557796875000044
 1   11 111 ,-1.031557796875
 1   11 1111,-0.8166496874999998
 1   111    ,0.7409003383203123
 1   111   1,-1.5944013429687498
 1   111  1 ,-0.8725200929687499
 1   111  11,-0.03868904687500008
 1   111 1  ,-1.5149869835937495
 1   111 1 1,-0.03868904687500011
 1   111 11 ,-0.1741827968750002
 1   111 111,-1.6311559374999995
 1   1111   ,-1.8073749999999997
 1   1111  1,0.0
 1   1111 1 ,1.6375918906249998
 1   1111 11,-1.7666496874999997
 1   11111  ,0.8209422031249999
 1   11111 1,-1.7237809375
 1   111111 ,0.13585031250000013
 1   1111111,-0.9928687500000002
 1  1       ,-0.03151247048623046
 1  1      1,-0.7080350245292966
 1  1     1 ,-0.6651662745292967
 1  1     11,-0.034916864804687565
 1  1    1  ,-0.7038553214042966
 1  1    1 1,-0.07360591167968758
 1  1    11 ,-0.034916864804687586
 1  1    111,-0.7798950929687498
 1  1   1   ,-0.6651662745292967
 1  1   1  1,-0.03491686480468746
 1  1   1 1 ,-0.034916864804687586
 1  1   1 11,-0.7798950929687498
 1  1   11  ,-0.03491686480468756
 1  1   11 1,-0.8206204054687498
 1  1   111 ,-0.7370263429687498
 1  1   1111,-0.08155779687500009
 1  1  1    ,-0.7286559374999997
 1  1  1   1,-0.034916864804687524
 1  1  1  1 ,0.7001750258203123
 1  1  1  11,-0.7370263429687498
 1  1  1 1  ,-0.034916864804687586
 1  1  1 1 1,-0.6983372960937497
 1  1  1 11 ,-0.7370263429687498
 1  1  1 111,-0.03868904687500008
 1  1  11   ,-0.034916864804687586
 1  1  11  1,-0.7370263429687498
 1  1  11 1 ,-0.7370263429687498
 1  1  11 11,-0.9886890468749999
 1  1  111  ,-0.6983372960937497
 1  1  111 1,-0.08155779687500009
 1  1  1111 ,-0.08155779687500009
 1  1  11111,-1.6311559374999995
 1  1 1     ,-0.8212809374999999
 1  1 1    1,0.7860253383203124
 1  1 1   1 ,-0.07360591167968757
 1  1 1   11,-0.8725200929687499
 1  1 1  1  ,0.7001750258203123
 1  1 1  1 1,-0.95611415546875
 1  1 1  11 ,-0.95
 1  1 1  111,0.7758172031249998
 1  1 1 1   ,-0.04750000000000004
 1  1 1 1  1,-1.6870263429687498
 1  1 1 1 1 ,-1.72989509296875
 1  1 1 1 11,-0.04750000000000004
 1  1 1 11  ,-0.8206204054687497
 1  1 1 11 1,-0.04750000000000004
 1  1 1 111 ,0.7758172031249998
 1  1 1 1111,-0.9092746874999998
 1  1 11    ,-0.04750000000000004
 1  1 11   1,-1.72989509296875
 1  1 11  1 ,-1.6870263429687498
 1  1 11  11,-0.17418279687500016
 1  1 11 1  ,-0.8681204054687499
 1  1 11 1 1,-0.03868904687500011
 1  1 11 11 ,-0.95
 1  1 11 111,-1.7237809375
 1  1 111   ,-0.95
 1  1 111  1,0.7283172031249997
 1  1 111 1 ,0.9025
 1  1 111 11,0.08585031250000008
 1  1 1111  ,-0.08155779687500007
 1  1 1111 1,-1.7666496874999997
 1  1 11111 ,-1.7666496874999997
 1  1 111111,-0.09036875000000011
 1  11      ,-0.7467240714042968
 1  11     1,-0.034916864804687586
 1  11    1 ,-0.03491686480468755
 1  11    11,-0.7370263429687498
 1  11   1  ,-0.034916864804687496
 1  11   1 1,-0.7370263429687498
 1  11   11 ,-1.4721182335937495
 1  11   111,-0.03868904687500008
 1  11  1   ,0.0
 1  11  1  1,-0.8573749999999999
 1  11  1 1 ,-0.9048749999999999
 1  11  1 11,-0.08618904687500004
 1  11  11  ,-0.8206204054687497
 1  11  11 1,-0.08155779687500009
 1  11  111 ,-1.031557796875
 1  11  1111,-0.9092746875
 1  11 1    ,-0.03491686480468748
 1  11 1   1,-0.7370263429687498
 1  11 1  1 ,-0.7370263429687498
 1  11 1  11,-0.95
 1  11 1 1  ,-0.8206204054687498
 1  11 1 1 1,-0.08155779687500009
 1  11 1 11 ,-0.95
 1  11 1 111,-0.9092746874999998
 1  11 11   ,-1.5149869835937495
 1  11 11  1,0.0
 1  11 11 1 ,-0.95
 1  11 11 11,-0.8166496874999998
 1  11 111  ,-1.031557796875
 1  11 111 1,-0.8641496874999999
 1  11 1111 ,0.08585031250000008
 1  11 11111,-0.9928687500000001
 1  111     ,0.0
 1  111    1,-1.5624869835937496
 1  111   1 ,-0.9561141554687498
 1  111   11,-0.08155779687500009
 1  111  1  ,-0.7798950929687499
 1  111  1 1,0.8209422031249999
 1  111  11 ,-0.08155779687500009
 1  111  111,-1.6786559374999996
 1  111 1   ,-0.95
 1  111 1  1,0.8209422031249999
 1  111 1 1 ,0.0
 1  111 1 11,-1.7666496874999995
 1  111 11  ,0.8638109531249997
 1  111 11 1,-1.7666496874999997
 1  111 111 ,-1.7666496874999997
 1  111 1111,-0.09036875000000011
 1  1111    ,-1.5624869835937496
 1  1111   1,0.7758172031249998
 1  1111  1 ,-0.1290577968750001
 1  1111  11,-1.7666496874999997
 1  1111 1  ,0.0
 1  1111 1 1,-0.8166496874999998
 1  1111 11 ,-1.7666496874999997
 1  1111 111,-0.09036875000000011
 1  11111   ,-0.03868904687500008
 1  11111  1,-1.7666496874999997
 1  11111 1 ,-1.7666496874999997
 1  11111 11,-0.1354937500000001
 1  111111  ,-1.6786559374999996
 1  111111 1,-0.09036875000000011
 1  1111111 ,-0.09036875000000011
 1  11111111,-0.8073749999999997
 1 1        ,-0.031512470486230515
 1 1       1,-0.7038553214042966
 1 1      1 ,0.03317102156445312
 1 1      11,-0.034916864804687586
 1 1     1  ,-0.7370263429687498
 1 1     1 1,-0.03491686480468756
 1 1     11 ,-0.0349168648046876
 1 1     111,-0.7370263429687498
 1 1    1   ,-0.7038553214042966
 1 1    1  1,0.0
 1 1    1 1 ,-0.07360591167968758
 1 1    1 11,-0.7798950929687498
 1 1    11  ,0.6634204312890623
 1 1    11 1,-0.7798950929687498
 1 1    111 ,-0.7370263429687498
 1 1    1111,-0.08155779687500009
 1 1   1    ,-0.7038553214042966
 1 1   1   1,-0.034916864804687586
 1 1   1  1 ,0.7001750258203123
 1 1   1  11,-0.7370263429687498
 1 1   1 1  ,0.7001750258203123
 1 1   1 1 1,-0.7370263429687498
 1 1   1 11 ,-0.7370263429687498
 1 1   1 111,-0.08155779687500009
 1 1   11   ,-0.034916864804687524
 1 1   11  1,-1.4721182335937493
 1 1   11 1 ,-0.7798950929687498
 1 1   11 11,-0.03868904687500008
 1 1   111  ,-0.7798950929687499
 1 1   111 1,-0.03868904687500008
 1 1   1111 ,-1.031557796875
 1 1   11111,-0.8641496874999999
 1 1  1     ,-0.95
 1 1  1    1,0.0
 1 1  1   1 ,-0.08241686480468746
 1 1  1   11,-1.6870263429687498
 1 1  1  1  ,0.9025
 1 1  1  1 1,-1.6419013429687495
 1 1  1  11 ,-0.95
 1 1  1  111,0.00643595312499988
 1 1  1 1   ,0.0
 1 1  1 1  1,-0.95
 1 1  1 1 1 ,-0.7370263429687498
 1 1  1 1 11,-0.1290577968750001
 1 1  1 11  ,-1.4269932335937496
 1 1  1 11 1,-0.1290577968750001
 1 1  1 111 ,-0.08155779687500009
 1 1  1 1111,-1.6786559374999996
 1 1  11    ,-0.04750000000000004
 1 1  11   1,-0.7370263429687498
 1 1  11  1 ,-0.91324540546875
 1 1  11  11,-0.1741827968750002
 1 1  11 1  ,-1.5557122960937497
 1 1  11 1 1,0.7758172031249998
 1 1  11 11 ,-0.08155779687500007
 1 1  11 111,-0.8641496874999999
 1 1  111   ,-0.7370263429687498
 1 1  111  1,0.0
 1 1  111 1 ,1.6783172031249998
 1 1  111 11,-2.5811559374999997
 1 1  1111  ,-0.08155779687500007
 1 1  1111 1,-1.7666496874999997
 1 1  11111 ,-1.7666496874999997
 1 1  111111,-0.09036875000000011
 1 1 1      ,-0.7038553214042966
 1 1 1     1,0.0
 1 1 1    1 ,-0.034916864804687586
 1 1 1    11,-0.7798950929687498
 1 1 1   1  ,-0.034916864804687496
 1 1 1   1 1,-0.8206204054687497
 1 1 1   11 ,0.0367545945312501
 1 1 1   111,-0.08155779687500009
 1 1 1  1   ,0.6247313844140621
 1 1 1  1  1,-0.8573749999999999
 1 1 1  1 1 ,-1.5149869835937495
 1 1 1  1 11,-0.03868904687500006
 1 1 1  11  ,-0.7798950929687498
 1 1 1  11 1,-0.12905779687500007
 1 1 1  111 ,-0.1290577968750001
 1 1 1  1111,-0.95
 1 1 1 1    ,0.6573062758203122
 1 1 1 1   1,-1.5149869835937495
 1 1 1 1  1 ,-0.6919013429687497
 1 1 1 1  11,-0.1290577968750001
 1 1 1 1 1  ,-0.8573749999999999
 1 1 1 1 1 1,-0.08155779687500009
 1 1 1 1 11 ,-1.031557796875
 1 1 1 1 111,0.08585031250000008
 1 1 1 11   ,-1.5944013429687498
 1 1 1 11  1,-0.12905779687500019
 1 1 1 11 1 ,-0.031557796875000044
 1 1 1 11 11,-0.6311559374999995
 1 1 1 111  ,-0.08155779687500007
 1 1 1 111 1,-1.6786559374999996
 1 1 1 1111 ,0.0858503125000001
 1 1 1 11111,-0.09036875000000011
 1 1 11     ,0.0
 1 1 11    1,-0.95
 1 1 11   1 ,-0.8206204054687498
 1 1 11   11,-0.08155779687500009
 1 1 11  1  ,-2.4649869835937497
 1 1 11  1 1,-0.95
 1 1 11  11 ,-0.95
 1 1 11  111,-0.9092746874999998
 1 1 11 1   ,-1.4269932335937496
 1 1 11 1 1 ,-0.12905779687500019
 1 1 11 1 11,-1.6786559374999996
 1 1 11 11  ,0.0064359531249997826
 1 1 11 11 1,-0.7666496874999997
 1 1 11 111 ,0.0858503125000001
 1 1 11 1111,-0.09036875000000011
 1 1 111    ,-0.8273950929687499
 1 1 111   1,0.7283172031249997
 1 1 111  1 ,-0.95
 1 1 111  11,-2.5811559374999997
 1 1 111 1  ,0.8209422031249999
 1 1 111 1 1,-1.7666496874999997
 1 1 111 11 ,-0.8166496874999998
 1 1 111 111,0.8596312499999998
 1 1 1111   ,0.0
 1 1 1111  1,-1.7666496874999997
 1 1 1111 1 ,-0.6786559374999996
 1 1 1111 11,0.7670062499999997
 1 1 11111  ,-1.7666496874999997
 1 1 11111 1,0.9096312499999999
 1 1 111111 ,-0.09036875000000011
 1 1 1111111,0.09512500000000013
 1 11       ,-0.8717039784355469
 1 11      1,0.0
 1 11     1 ,-0.034916864804687586
 1 11     11,-0.8273950929687499
 1 11    1  ,0.0
 1 11    1 1,-1.72989509296875
 1 11    11 ,-0.95611415546875
 1 11    111,0.0
 1 11   1   ,-0.04750000000000004
 1 11   1  1,-0.91324540546875
 1 11   1 1 ,-0.7370263429687499
 1 11   1 11,0.7758172031249998
 1 11   11  ,-0.7798950929687498
 1 11   11 1,0.006435953124999894
 1 11   111 ,-0.038689046874999966
 1 11   1111,-1.6786559374999996
 1 11  1    ,-0.08241686480468746
 1 11  1   1,-1.7706204054687498
 1 11  1  1 ,-1.64833729609375
 1 11  1  11,-0.08618904687500015
 1 11  1 1  ,-0.95
 1 11  1 1 1,-0.03868904687500003
 1 11  1 11 ,-0.038689046874999966
 1 11  1 111,-0.8212809374999999
 1 11  11   ,-0.95
 1 11  11  1,0.0
 1 11  11 1 ,-0.08155779687500009
 1 11  11 11,-1.7666496874999997
 1 11  111  ,-0.08155779687500007
 1 11  111 1,-0.8166496874999998
 1 11  1111 ,-1.6311559374999995
 1 11  11111,0.8596312499999998
 1 11 1     ,1.609806275820312
 1 11 1    1,-0.6870263429687498
 1 11 1   1 ,-0.9132454054687499
 1 11 1   11,0.011310953125000078
 1 11 1  1  ,-1.5444013429687495
 1 11 1  1 1,0.7802168906249998
 1 11 1  11 ,0.8209422031249999
 1 11 1  111,-0.9092746874999998
 1 11 1 1   ,-0.72989509296875
 1 11 1 1  1,-0.17418279687500027
 1 11 1 1 1 ,0.820942203125
 1 11 1 1 11,-1.7666496874999997
 1 11 1 11 1,-1.5811559374999997
 1 11 1 111 ,-1.6786559374999996
 1 11 1 1111,0.9096312499999999
 1 11 11    ,0.1426250000000001
 1 11 11   1,0.5995981406249995
 1 11 11  1 ,-0.0815577968750002
 1 11 11  11,-1.7666496874999997
 1 11 11 1  ,-0.08155779687500009
 1 11 11 1 1,-2.5811559374999997
 1 11 11 11 ,-0.9092746875
 1 11 11 111,0.9571312499999999
 1 11 111   ,0.820942203125
 1 11 111  1,-2.5811559374999997
 1 11 111 1 ,-1.7666496874999997
 1 11 111 11,-0.09036875000000011
 1 11 1111  ,-1.6786559374999996
 1 11 1111 1,0.007131249999999922
 1 11 11111 ,-0.99286875
 1 11 111111,-1.8073749999999997
 1 111      ,0.7860253383203124
 1 111     1,-1.4269932335937496
 1 111    1 ,-1.6419013429687495
 1 111    11,-0.1290577968750001
 1 111   1  ,-1.72989509296875
 1 111   1 1,-0.08155779687500007
 1 111   11 ,-0.95
 1 111   111,-1.631155937499999
 1 111  1   ,-0.95
 1 111  1  1,1.5020981406249996
 1 111  1 1 ,0.0
 1 111  1 11,-1.7666496874999997
 1 111  11  ,-0.08155779687500009
 1 111  11 1,-1.7666496874999997
 1 111  111 ,-1.7666496874999997
 1 111  1111,-0.04750000000000004
 1 111 1    ,-0.8681204054687498
 1 111 1   1,-0.038689046874999966
 1 111 1  1 ,0.6447231406249996
 1 111 1  11,-2.5811559374999997
 1 111 1 1  ,0.0
 1 111 1 1 1,-0.8166496874999998
 1 111 1 11 ,-2.5811559374999997
 1 111 1 111,-0.09036875000000011
 1 111 11   ,-0.1290577968750001
 1 111 11  1,-2.5811559374999997
 1 111 11 1 ,-0.6786559374999996
 1 111 11 11,0.7670062499999997
 1 111 111  ,-1.7666496874999997
 1 111 111 1,-0.09036875000000011
 1 111 1111 ,-0.9928687500000001
 1 111 11111,0.09512500000000013
 1 1111     ,-1.5149869835937495
 1 1111    1,0.9613109531249999
 1 1111   1 ,2.5495981406249992
 1 1111   11,-1.7666496874999997
 1 1111  1  ,1.820942203125
 1 1111  1 1,-1.7666496874999997
 1 1111  11 ,-1.7666496874999997
 1 1111  111,-0.09036875000000011
 1 1111 1   ,-0.03868904687500008
 1 1111 1  1,-0.7666496874999997
 1 1111 1 1 ,-1.6786559374999996
 1 1111 1 11,-0.09036875000000011
 1 1111 11  ,-1.7666496874999997
 1 1111 11 1,2.71700625
 1 1111 111 ,0.9096312499999999
 1 1111 1111,-1.8073749999999997
 1 11111    ,0.7758172031249998
 1 11111   1,0.18335031250000022
 1 11111  1 ,-2.5811559374999997
 1 11111  11,-0.04286875000000023
 1 11111 1  ,-1.7666496874999997
 1 11111 1 1,-0.09036875000000011
 1 11111 11 ,1.8596312499999998
 1 11111 111,-1.8073749999999997
 1 111111   ,-1.7666496874999997
 1 111111  1,0.8596312499999998
 1 111111 1 ,2.71700625
 1 111111 11,-1.8073749999999997
 1 1111111  ,-0.09036875000000011
 1 1111111 1,-1.8073749999999997
 1 11111111 ,-1.8073749999999997
 1 111111111,1.9024999999999999
 11         ,-0.03151247048623046
 11        1,-0.6651662745292967
 11       1 ,0.033171021564453104
 11       11,-0.0349168648046876
 11      1  ,-0.6651662745292967
 11      1 1,-0.034916864804687565
 11      11 ,-0.034916864804687586
 11      111,-0.7370263429687498
 11     1   ,0.0
 11     1  1,-0.07360591167968755
 11     1 1 ,-0.0349168648046876
 11     1 11,0.07747990703125009
 11     11  ,-0.03491686480468755
 11     11 1,-0.7370263429687498
 11     111 ,-0.7370263429687498
 11     1111,-0.12228310937500009
 11    1    ,-0.6651662745292967
 11    1   1,-0.034916864804687475
 11    1  1 ,-0.034916864804687524
 11    1  11,-0.7370263429687498
 11    1 1  ,-0.034916864804687586
 11    1 1 1,-0.7370263429687498
 11    1 11 ,-0.7370263429687498
 11    1 111,-0.038689046875000105
 11    11   ,-0.03491686480468747
 11    11  1,-0.7798950929687498
 11    11 1 ,-0.7370263429687498
 11    11 11,-0.95
 11    111  ,-0.7370263429687498
 11    111 1,-0.95
 11    1111 ,-0.17418279687500016
 11    11111,-1.7666496874999997
 11   1     ,-0.6651662745292967
 11   1    1,0.7001750258203123
 11   1   1 ,-0.07360591167968758
 11   1   11,-0.7370263429687498
 11   1  1  ,-0.03491686480468755
 11   1  1 1,-0.7370263429687498
 11   1  11 ,-0.7370263429687498
 11   1  111,-0.03868904687500008
 11   1 1   ,-0.034916864804687565
 11   1 1  1,-1.4721182335937497
 11   1 1 1 ,-1.4721182335937495
 11   1 1 11,-0.896064046875
 11   1 11  ,-0.7370263429687498
 11   1 11 1,-0.2149081093750001
 11   1 111 ,-0.2149081093750002
 11   1 1111,-0.8641496875
 11   11    ,-0.04286875000000004
 11   11   1,-0.7798950929687498
 11   11  1 ,-0.7798950929687498
 11   11  11,-0.03868904687500008
 11   11 1  ,-0.7370263429687498
 11   11 1 1,-0.95
 11   11 11 ,-0.08155779687500009
 11   11 111,-0.9092746875
 11   111   ,-0.7370263429687498
 11   111  1,-0.08155779687500009
 11   111 1 ,-0.08155779687500009
 11   111 11,-1.7237809375
 11   1111  ,-0.08155779687500009
 11   1111 1,-1.7666496874999997
 11   11111 ,-1.7666496874999997
 11   111111,-0.09036875000000011
 11  1      ,-0.7286559374999997
